310|CAD|Cole|Watson|20101229|1|3578.27|
346|FRF|Rachael|Martinez|20101229|1|3399.99|
346|USD|Sydney|Wright|20101229|1|3399.99|
336|USD|Ruben|Prasad|20101229|1|699.0982|
346|AUD|Christy|Zhu|20101229|1|3399.99|
311|USD|Colin|Anand|20101230|1|3578.27|
310|AUD|Albert|Alvarez|20101230|1|3578.27|
351|AUD|Julio|Ruiz|20101230|1|3374.99|
344|AUD|Curtis|Lu|20101230|1|3399.99|
312|USD|Edward|Brown|20101231|1|3578.27|
312|USD|Emma|Brown|20101231|1|3578.27|
330|GBP|Brad|Deng|20101231|1|699.0982|
313|AUD|Martha|Xu|20101231|1|3578.27|
314|AUD|Katrina|Raji|20101231|1|3578.27|
314|USD|Courtney|Edwards|20110101|1|3578.27|
311|DEM|Abigail|Henderson|20110101|1|3578.27|
310|USD|Sydney|Rogers|20110102|1|3578.27|
311|GBP|Latasha|Alonso|20110102|1|3578.27|
314|AUD|Warren|Jai|20110102|1|3578.27|
311|AUD|Jonathon|Gutierrez|20110102|1|3578.27|
336|AUD|Alexandra|Watson|20110102|1|699.0982|
311|USD|Kevin|Gonzalez|20110103|1|3578.27|
312|USD|Lucas|Hill|20110103|1|3578.27|
311|DEM|Melanie|Sanchez|20110103|1|3578.27|
310|GBP|Louis|Xie|20110103|1|3578.27|
312|GBP|Albert|Blanco|20110104|1|3578.27|
332|USD|Bonnie|Xu|20110104|1|699.0982|
311|AUD|Misty|Raji|20110104|1|3578.27|
311|DEM|Anne|Dominguez|20110105|1|3578.27|
332|USD|Kelvin|Huang|20110105|1|699.0982|
311|AUD|Logan|Gonzales|20110105|1|3578.27|
313|USD|Alyssa|Garcia|20110106|1|3578.27|
346|GBP|Mayra|Prasad|20110106|1|3399.99|
346|USD|Garrett|Cooper|20110106|1|3399.99|
314|AUD|Rosa|Zheng|20110106|1|3578.27|
350|AUD|Alejandro|Beck|20110106|1|3374.99|
312|USD|Patrick|Cook|20110106|1|3578.27|
312|USD|Richard|Brooks|20110107|1|3578.27|
310|AUD|Casey|Pal|20110107|1|3578.27|
346|AUD|Ruben|Torres|20110107|1|3399.99|
311|DEM|Lindsey|Andersen|20110108|1|3578.27|
312|FRF|Melody|Ramos|20110108|1|3578.27|
310|GBP|Phillip|Sai|20110108|1|3578.27|
312|AUD|Cory|Arun|20110108|1|3578.27|
310|USD|Jeremiah|Martinez|20110109|1|3578.27|
314|GBP|Tamara|Lal|20110109|1|3578.27|
347|AUD|Marco|Mehta|20110109|1|3399.99|
313|AUD|Haley|Ward|20110109|1|3578.27|
311|AUD|Manuel|Fernandez|20110110|1|3578.27|
312|AUD|Kelvin|Liang|20110110|1|3578.27|
314|USD|Christian|Jackson|20110111|1|3578.27|
313|USD|Alexandria|Hughes|20110111|1|3578.27|
314|USD|Paige|Murphy|20110111|1|3578.27|
311|FRF|Stacey|Lu|20110111|1|3578.27|
313|FRF|Darrell|Raji|20110111|1|3578.27|
311|DEM|Luke|Adams|20110111|1|3578.27|
310|AUD|Tabitha|Arthur|20110111|1|3578.27|
312|USD|Morgan|Phillips|20110112|1|3578.27|
311|USD|Kayla|Long|20110112|1|3578.27|
332|GBP|Cedric|Liang|20110112|1|699.0982|
350|AUD|Shannon|Wang|20110112|1|3374.99|
310|USD|Jackson|Li|20110113|1|3578.27|
310|DEM|Jon|Chander|20110113|1|3578.27|
314|AUD|Tiffany|Gao|20110113|1|3578.27|
310|AUD|Brenda|Fernandez|20110113|1|3578.27|
314|USD|Courtney|Carter|20110114|1|3578.27|
313|AUD|Martha|Liang|20110114|1|3578.27|
310|AUD|Ebony|Ashe|20110114|1|3578.27|
346|AUD|Jacquelyn|Suarez|20110114|1|3399.99|
313|AUD|Krystal|Holt|20110115|1|3578.27|
350|AUD|Eugene|Huang|20110115|1|3374.99|
312|USD|Evan|Bailey|20110116|1|3578.27|
312|CAD|Gabrielle|Jenkins|20110116|1|3578.27|
312|USD|Warren|Ye|20110116|1|3578.27|
330|USD|Ashley|Washington|20110116|1|699.0982|
312|AUD|Damien|Huang|20110116|1|3578.27|
314|AUD|Arthur|Perez|20110116|1|3578.27|
313|AUD|Roy|Raman|20110116|1|3578.27|
347|AUD|Jessie|Zhao|20110116|1|3399.99|
314|DEM|James|Flores|20110117|1|3578.27|
311|AUD|Troy|Sai|20110117|1|3578.27|
345|AUD|Clarence|Rai|20110117|1|3399.99|
326|AUD|Warren|Zhang|20110117|1|699.0982|
311|FRF|Melody|Diaz|20110118|1|3578.27|
312|AUD|Monique|Ramos|20110118|1|3578.27|
312|AUD|Melvin|She|20110118|1|3578.27|
312|AUD|Cameron|Thompson|20110118|1|3578.27|
310|USD|Jessica|Sanchez|20110119|1|3578.27|
311|FRF|Ivan|Raman|20110119|1|3578.27|
344|DEM|Don|Lal|20110119|1|3399.99|
351|GBP|Latoya|Goel|20110119|1|3374.99|
351|USD|Tristan|Butler|20110119|1|3374.99|
344|USD|Abigail|Perry|20110119|1|3399.99|
314|AUD|Dustin|Lal|20110119|1|3578.27|
312|AUD|Andres|Lal|20110119|1|3578.27|
344|AUD|Jon|Yang|20110119|1|3399.99|
347|AUD|Jimmy|Moreno|20110119|1|3399.99|
312|USD|Maria|Henderson|20110120|1|3578.27|
342|FRF|Jaime|Gomez|20110120|1|699.0982|
312|AUD|Francis|Ramos|20110120|1|3578.27|
310|AUD|Tonya|She|20110120|1|3578.27|
312|AUD|Danny|Gomez|20110120|1|3578.27|
311|CAD|Brittany|Gonzales|20110121|1|3578.27|
311|GBP|Blake|Butler|20110121|1|3578.27|
312|FRF|Armando|Moreno|20110121|1|3578.27|
314|CAD|Alexa|Sanders|20110122|1|3578.27|
310|GBP|Savannah|Morris|20110122|1|3578.27|
328|USD|Samuel|Hernandez|20110122|1|699.0982|
312|AUD|Sandra|Huang|20110122|1|3578.27|
312|FRF|Ernest|Lin|20110123|1|3578.27|
313|DEM|Allen|Garcia|20110123|1|3578.27|
310|AUD|Fernando|Thompson|20110123|1|3578.27|
345|AUD|Elizabeth|Johnson|20110123|1|3399.99|
346|AUD|Harold|Sai|20110123|1|3399.99|
312|USD|Bianca|Zheng|20110124|1|3578.27|
350|FRF|Frederick|Suri|20110124|1|3374.99|
350|USD|Tristan|Perry|20110124|1|3374.99|
311|AUD|Jordyn|Simmons|20110124|1|3578.27|
314|AUD|Dawn|Tang|20110124|1|3578.27|
310|AUD|Yolanda|Chander|20110124|1|3578.27|
312|AUD|Dominique|Garcia|20110124|1|3578.27|
346|AUD|Janet|Alvarez|20110124|1|3399.99|
